state,city,station,,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,NO2,27,42,32
Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",,18.91,72.82,PM10,43,168,70
Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",,19.083694,72.920967,NO2,22,78,42
Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",,19.083694,72.920967,OZONE,4,58,45
Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",,19.2058,72.8682,PM2.5,81,92,85
Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",,23.8640158,78.80289321,NO2,7,101,26
Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",,24.10897,82.64558,PM2.5,37,318,123
Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",,24.10897,82.64558,PM10,74,403,164
Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",,24.10897,82.64558,NO2,6,130,49
Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",,23.182719,75.768218,PM10,29,118,67
Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",,23.182719,75.768218,CO,23,108,36
Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",,20.719516,77.000253,PM2.5,35,98,60
Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",,20.719516,77.000253,OZONE,4,97,75
Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",,20.9402359,77.7895248,NO2,9,28,17
Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",,20.939198,77.765701,OZONE,33,107,92
Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",,19.87562,75.38731,PM10,57,121,93
Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",,16.7143745,74.2426398,CO,22,28,27
Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",,18.39963,76.57452,NO2,12,106,36
Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",,18.1023399,73.4783687,NO2,11,34,16
Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",,20.555712,74.529236,PM10,65,207,118
Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",,19.215859,72.831718,SO2,1,4,2
Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",,19.0632143,72.8456324,PM2.5,61,173,108
Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",,19.0863,72.8888,PM2.5,52,84,61
Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",,19.309073,73.057223,PM2.5,80,245,115
Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",,19.309073,73.057223,SO2,13,25,18
Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",,19.8389439,75.244448,OZONE,63,157,127
Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",,19.863756,75.321188,PM10,65,195,111
Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",,19.16485,73.23409,NH3,2,9,5
Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",,18.616318,73.765797,PM10,93,150,119
Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",,18.616318,73.765797,NO2,24,122,51
Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",,18.616318,73.765797,CO,4,105,28
Maharashtra,Pune,"Hadapsar, Pune - IITM",,18.501793,73.927532,CO,33,85,74
Maharashtra,Pune,"Hadapsar, Pune - IITM",,18.501793,73.927532,OZONE,2,94,80
Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",,18.45445,73.854155,PM10,65,135,97
Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",,19.060498,72.923356,OZONE,1,69,52
Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",,19.000083,72.813993,NO2,20,74,35
Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",,19.3832,72.8204,SO2,27,28,28
Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",,19.10861,72.83622,NH3,3,4,4
Maharashtra,Mumbai,"Worli, Mumbai - MPCB",,18.9936162,72.8128113,PM2.5,66,81,71
Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",,18.59051,73.77946,OZONE,61,82,68
Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",,18.897756,72.81332,PM10,72,119,94
Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",,18.897756,72.81332,OZONE,8,91,68
Maharashtra,Mumbai,"Sewri, Mumbai - BMC",,19.000084,72.85673,PM2.5,16,87,49
Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",,19.060498,72.923356,NO2,15,54,28
Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",,20.0073285,73.7762427,NO2,8,42,20
Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",,20.021503,73.813844,NO2,3,48,15
Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",,19.95022,73.73148,PM10,96,408,162
Maharashtra,Pune,"Mhada Colony, Pune - IITM",,18.57304,73.927715,CO,32,129,59
Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",,18.547056,73.826908,OZONE,99,138,123
Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",,19.090337,73.014232,CO,17,31,22
Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",,19.0575752,73.0151367,CO,7,16,10
Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",,16.5038,74.3623,OZONE,31,67,57
Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",,19.26777,72.97182,PM2.5,47,307,93
Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",,21.121801,79.04952,NO2,1,146,26
Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",,21.121801,79.04952,CO,13,107,32
Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",,21.14472,79.107595,NO2,22,110,49
Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",,21.14472,79.107595,NH3,3,13,5
Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",,21.14472,79.107595,SO2,13,63,43
Odisha,Barbil,"Forest Office, Barbil - OSPCB",,22.1166054,85.3945546,OZONE,2,19,11
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",,21.941841,86.728318,PM10,46,79,65
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",,21.941841,86.728318,NO2,7,40,20
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",,21.941841,86.728318,NH3,5,7,6
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",,21.941841,86.728318,SO2,18,36,28
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",,21.941841,86.728318,OZONE,12,88,69
Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",,20.24079,85.836784,SO2,1,8,4
Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",,20.24079,85.836784,CO,38,84,49
Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",,20.34652,85.8163,NO2,12,44,25
Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",,20.34652,85.8163,CO,8,70,31
Maharashtra,Thane,"Upvan Fort, Thane - MPCB",,19.222279,72.957979,NO2,10,73,30
Maharashtra,Thane,"Upvan Fort, Thane - MPCB",,19.222279,72.957979,NH3,1,4,3
Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",,19.235581,73.159121,PM2.5,54,147,92
Maharashtra,Virar,"Bolinj, Virar - MPCB",,19.445821,72.7988231,NH3,1,4,2
Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",,25.5803419,91.8942571,NO2,23,80,46
Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",,25.5803419,91.8942571,CO,19,82,32
Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",,30.9028,75.8086,PM2.5,58,135,86
Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",,30.9028,75.8086,PM10,70,127,98
Punjab,Patiala,"Model Town, Patiala - PPCB",,30.349388,76.366642,CO,36,72,40
Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",,31.0325454,76.5623046,SO2,4,8,6
Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",,26.470859,74.646594,NH3,6,8,7
Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",,22.06156703,85.47409613,SO2,8,10,9
Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",,22.06156703,85.47409613,CO,28,58,35
Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",,20.48891,85.84768,NO2,9,64,28
Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",,21.847279,85.416905,PM2.5,79,149,109
Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",,21.847279,85.416905,CO,18,28,20
Nagaland,Kohima,"PWD Juction, Kohima - NPCB",,25.6635413,94.0989878,NH3,1,1,1
Nagaland,Kohima,"PWD Juction, Kohima - NPCB",,25.6635413,94.0989878,SO2,57,60,59
Nagaland,Kohima,"PWD Juction, Kohima - NPCB",,25.6635413,94.0989878,OZONE,7,25,19
Odisha,Angul,"Hakimapada, Angul - OSPCB",,20.832874,85.104082,PM2.5,47,315,103
Odisha,Angul,"Hakimapada, Angul - OSPCB",,20.832874,85.104082,SO2,12,122,62
Odisha,Angul,"Hakimapada, Angul - OSPCB",,20.832874,85.104082,OZONE,8,85,58
Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",,21.869985,85.167016,SO2,34,39,36
Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",,31.62,74.876512,CO,10,72,35
Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",,31.321907,75.578914,OZONE,12,53,37
Punjab,Khanna,"Kalal Majra, Khanna - PPCB",,30.736056,76.209694,NO2,25,30,28
Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",,23.55519,74.44001,PM2.5,34,147,63
Rajasthan,Baran,"Bamboliya, Baran - RSPCB",,25.106006,76.469948,PM2.5,8,316,57
Rajasthan,Baran,"Bamboliya, Baran - RSPCB",,25.106006,76.469948,NH3,3,6,4
Rajasthan,Baran,"Bamboliya, Baran - RSPCB",,25.106006,76.469948,CO,20,136,48
Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",,25.747299,71.393989,NO2,3,89,16
Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",,22.18972222,84.86277778,PM2.5,87,169,99
Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",,22.18972222,84.86277778,SO2,10,23,20
Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",,22.18972222,84.86277778,CO,2,127,81
Odisha,Suakati,"OMC Colony, Suakati - OSPCB",,21.606865,85.510538,PM2.5,54,224,74
Odisha,Suakati,"OMC Colony, Suakati - OSPCB",,21.606865,85.510538,PM10,40,269,85
Odisha,Suakati,"OMC Colony, Suakati - OSPCB",,21.606865,85.510538,SO2,2,22,6
Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",,27.215415,77.50873,CO,1,72,16
Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",,25.339605,74.618883,NO2,6,114,48
Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",,25.339605,74.618883,NH3,6,8,6
Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",,28.194909,76.862296,CO,4,112,89
Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",,28.194909,76.862296,OZONE,12,73,48
Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",,28.018792,73.292658,PM2.5,25,184,54
Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",,24.892047,74.623527,OZONE,1,180,158
Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",,28.296139,74.961696,NH3,3,8,6
Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",,26.895552,76.334753,NO2,34,123,71
Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",,26.699557,77.898881,SO2,14,38,25
Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",,23.837789,73.714926,OZONE,5,131,97
Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",,26.902909,75.836858,OZONE,12,49,44
Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",,26.843698,75.766894,NH3,1,4,3
Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",,26.786682,75.827928,PM2.5,18,280,111
Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",,26.960669,75.771817,PM10,58,161,104
Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",,26.960669,75.771817,SO2,2,51,10
Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",,26.9502929,75.730943,PM2.5,47,180,91
Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",,26.9502929,75.730943,SO2,10,27,16
Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",,26.912329,70.909168,CO,6,42,12
Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",,28.108988,75.386577,PM2.5,16,247,87
Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",,26.215415,73.070156,OZONE,18,196,133
Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",,26.358805,73.047444,PM2.5,19,97,47
Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",,26.358805,73.047444,PM10,60,163,98
Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",,26.358805,73.047444,OZONE,5,114,101
Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",,26.506177,77.025989,OZONE,9,161,135
Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",,25.16409,75.858137,PM2.5,30,277,110
Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",,25.16409,75.858137,CO,16,109,29
Bihar,Arrah,"New DM Office, Arrah - BSPCB",,25.5626095,84.663264,NH3,1,1,1
Bihar,Arrah,"New DM Office, Arrah - BSPCB",,25.5626095,84.663264,OZONE,2,143,115
Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",,24.75746,84.366208,PM10,101,456,178
Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",,24.75746,84.366208,NH3,1,1,1
Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",,24.75746,84.366208,SO2,12,17,14
Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",,24.75746,84.366208,CO,18,29,21
Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",,24.75746,84.366208,OZONE,40,83,61
Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",,25.42742023,86.13886079,PM10,42,242,130
Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",,25.42742023,86.13886079,NH3,9,16,11
Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",,26.80365,84.51954,NO2,26,29,28
Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",,11.654054,92.734055,SO2,4,34,21
Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",,16.5150833,80.5181667,NO2,4,13,8
Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",,16.5150833,80.5181667,OZONE,11,71,55
Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",,14.675886,77.593027,PM2.5,26,254,63
Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",,14.675886,77.593027,OZONE,4,52,37
Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",,13.20488,79.097889,PM2.5,38,137,77
Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",,13.20488,79.097889,PM10,35,105,68
Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",,13.20488,79.097889,NH3,3,5,4
Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",,25.7808257,84.7446768,OZONE,6,104,70
Bihar,Gaya,"Collectorate, Gaya - BSPCB",,24.7955,84.9994,SO2,12,15,14
Bihar,Gaya,"Kareemganj, Gaya - BSPCB",,24.792403,84.992416,SO2,16,18,17
Bihar,Gaya,"Kareemganj, Gaya - BSPCB",,24.792403,84.992416,CO,4,146,23
Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",,24.762518,84.982348,PM10,39,79,60
Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",,24.762518,84.982348,NH3,3,4,3
Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",,25.265194,87.012947,NO2,8,14,10
Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",,25.204762,85.51496,OZONE,19,47,32
Bihar,Buxar,"Charitra Van, Buxar - BSPCB",,25.56752,83.966379,CO,9,94,38
Bihar,Buxar,"Charitra Van, Buxar - BSPCB",,25.56752,83.966379,OZONE,4,172,117
Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",,25.7808257,84.7446768,SO2,3,38,17
Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",,16.536107,80.594233,CO,19,32,24
Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",,16.536107,80.594233,OZONE,4,32,23
Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",,16.486692,80.699436,NH3,4,6,5
Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",,16.554731,80.64911,NO2,13,17,15
Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",,16.554731,80.64911,OZONE,15,53,46
Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",,17.72,83.3,NH3,2,4,2
Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",,14.465052,78.824187,CO,30,34,34
Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",,14.465052,78.824187,OZONE,9,9,9
Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",,13.67,79.35,NO2,14,27,20
Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",,26.10887,91.589544,PM10,130,288,187
Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",,26.10887,91.589544,NH3,11,22,17
Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",,26.146529,87.454184,PM2.5,35,341,109
Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",,26.146529,87.454184,PM10,47,279,115
Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",,11.654054,92.734055,NO2,16,48,33
Delhi,Delhi,"Alipur, Delhi - DPCC",,28.815329,77.15301,SO2,16,70,30
Delhi,Delhi,"Alipur, Delhi - DPCC",,28.815329,77.15301,OZONE,2,25,17
Delhi,Delhi,"Anand Vihar, Delhi - DPCC",,28.647622,77.315809,OZONE,4,88,49
Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",,28.695381,77.181665,PM2.5,63,374,232
Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",,28.695381,77.181665,PM10,135,375,247
Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",,28.695381,77.181665,NO2,29,150,83
Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",,28.695381,77.181665,NH3,8,10,8
Delhi,Delhi,"Aya Nagar, Delhi - IMD",,28.4706914,77.1099364,PM10,32,386,216
Delhi,Delhi,"Aya Nagar, Delhi - IMD",,28.4706914,77.1099364,OZONE,7,187,170
Delhi,Delhi,"Bawana, Delhi - DPCC",,28.7762,77.051074,SO2,9,82,25
Delhi,Delhi,"Bawana, Delhi - DPCC",,28.7762,77.051074,OZONE,6,300,191
Delhi,Delhi,"Burari Crossing, Delhi - IMD",,28.7256504,77.2011573,PM10,102,429,210
Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",,24.952822,84.002396,PM2.5,73,324,155
Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",,26.2271665,84.3570427,PM2.5,52,459,291
Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",,26.2271665,84.3570427,CO,73,113,99
Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",,30.735567,76.775714,PM2.5,68,170,104
Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",,30.735567,76.775714,PM10,63,149,99
Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",,30.735567,76.775714,OZONE,3,256,171
Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",,30.751462,76.762879,PM10,2,160,128
Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",,30.751462,76.762879,SO2,4,11,6
Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",,30.751462,76.762879,OZONE,1,113,94
Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",,26.11442,85.39813,PM2.5,89,324,242
Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",,26.11442,85.39813,CO,15,68,25
Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",,26.1403345,85.3650192,NH3,2,2,2
Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",,26.1403345,85.3650192,CO,70,109,85
Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",,26.1209,85.3647,NO2,9,11,10
Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",,26.1209,85.3647,CO,16,28,27
Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",,25.586562,85.043586,PM10,87,463,239
Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",,21.194815,81.31477,NO2,12,102,50
Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",,21.194815,81.31477,SO2,14,123,50
Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",,21.224231,81.40835,CO,6,25,15
Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",,22.08815,82.13737,PM10,41,111,70
Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",,22.08815,82.13737,NO2,17,26,23
Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",,25.366336,87.117468,NH3,3,3,3
Bihar,Saharsa,"Police Line, Saharsa - BSPCB",,25.892357,86.590325,PM10,34,252,115
Bihar,Saharsa,"Police Line, Saharsa - BSPCB",,25.892357,86.590325,CO,6,14,8
Bihar,Saharsa,"Police Line, Saharsa - BSPCB",,25.892357,86.590325,OZONE,23,40,27
Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",,25.859655,85.77944,NO2,1,3,2
Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",,25.859655,85.77944,CO,13,97,31
Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",,21.219665,81.630094,CO,28,104,34
Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",,21.219665,81.630094,OZONE,7,35,25
Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",,21.237755,81.705301,PM2.5,31,70,53
Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",,21.237755,81.705301,SO2,10,27,14
Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",,21.371751,81.664929,SO2,10,72,28
Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",,21.371751,81.664929,CO,10,31,11
Delhi,Delhi,"Alipur, Delhi - DPCC",,28.815329,77.15301,NO2,19,54,35
Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",,25.592539,85.227158,PM10,145,273,196
Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",,25.592539,85.227158,NO2,8,18,13
Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",,25.592539,85.227158,SO2,4,12,8
Bihar,Patna,"Muradpur, Patna - BSPCB",,25.619651,85.147382,PM2.5,171,316,251
Bihar,Patna,"Muradpur, Patna - BSPCB",,25.619651,85.147382,NO2,11,141,54
Bihar,Patna,"Muradpur, Patna - BSPCB",,25.619651,85.147382,OZONE,6,41,37
Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",,25.599486,85.113666,NO2,17,104,43
Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",,26.0881305,87.93840336,PM2.5,13,199,76
Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",,27.308328,84.531742,NH3,1,1,1
Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",,27.308328,84.531742,CO,24,163,101
Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",,27.308328,84.531742,OZONE,9,12,10
Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",,22.348441,82.549611,OZONE,35,36,36
Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",,28.58028,77.233829,SO2,11,24,17
Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",,28.58028,77.233829,CO,12,113,29
Delhi,Delhi,"Lodhi Road, Delhi - IITM",,28.588333,77.221667,NO2,44,234,100
Delhi,Delhi,"Lodhi Road, Delhi - IITM",,28.588333,77.221667,SO2,8,77,36
Delhi,Delhi,"Lodhi Road, Delhi - IMD",,28.5918245,77.2273074,NO2,7,17,11
Delhi,Delhi,"Lodhi Road, Delhi - IMD",,28.5918245,77.2273074,CO,20,66,25
Delhi,Delhi,"Lodhi Road, Delhi - IMD",,28.5918245,77.2273074,OZONE,6,112,98
Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",,28.611281,77.237738,OZONE,2,303,220
Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",,28.710508,77.249485,SO2,12,36,22
Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",,28.531346,77.190156,PM10,83,396,157
Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",,28.531346,77.190156,OZONE,3,270,205
Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",,28.672342,77.31526,PM10,133,396,234
Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",,28.672342,77.31526,NO2,29,104,63
Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",,28.672342,77.31526,CO,32,90,40
Delhi,Delhi,"Wazirpur, Delhi - DPCC",,28.699793,77.165453,PM2.5,75,416,254
Delhi,Delhi,"Wazirpur, Delhi - DPCC",,28.699793,77.165453,OZONE,8,312,247
Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",,22.977134,72.553024,CO,12,20,16
Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",,22.977134,72.553024,OZONE,26,188,133
Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",,23.002657,72.591912,SO2,32,45,38
